"key","en","fr","it","ja","ko","es","pt_BR","pl","de","ru","uk","zh_CN"
"SITE_ABOUT_DL_INTRO_4"," ","Il est jouable intégralement en français !","Completamente in italiano!","最後まで日本語でプレイ可能です！","완전한 한국어로 즐겨보세요!","¡Es completamente jugable tanto en castellano como en español latino!","Também está disponível completamente em português brasileiro!","Jest w całości dostępna po polsku!","Er ist vollständig auf Deutsch spielbar!","А ещё он полностью на русском языке!","I його повністю перекладено українською!",""
"SITE_ABOUT_DL_ITCHIO","Download on Itch.io!","Téléchargez le jeu sur Itch.io !","Scarica su itch.io!","","Itch.io에서 다운로드하세요!","¡Descárgalo en Itch.io!","Baixe no Itch.io!","Pobierz z Itch.io!","Download auf Itch.io!","Скачайте на Itch.io!","Завантажити на Itch.io!",""
"SITE_ABOUT_DL_DISCORD","Find the Act 1 build in the #Downloads chat","Téléchargez l’Acte 1 depuis le salon #Downloads","Trovi l'Atto 1 nel canale #downloads","ACT 1は#Downloadsチャンネルからアクセスしてください。","\#Downloads 채널에서 1막 빌드 다운로드","Encuentra el Acto 1 en el canal #Downloads","Você pode encontrar o Primeiro Ato no canal de chat #Downloads","Akt 1 znajdziesz na kanale #Downloads","Akt 1 findest du im Chat: #Downloads","Найдите акт 1 в канале #Downloads","Знайдіть акт 1 у каналі #Downloads",""
"SITE_ABOUT_DL_DRIVE","... or download it directly from our Drive","… ou directement sur notre Drive","...oppure puoi scaricarlo direttamente dal nostro Drive","もしくは、直接Google Driveからダウンロードできます。","...드라이브에서 직접 다운로드","...o descárgalo directamente desde nuestro Drive","...ou baixá-lo diretamente do nosso Drive","...lub pobierzesz bezpośrednio z naszego Dysku","... oder lade ihn direkt von unserem Drive herunter","...или скачайте напрямую из нашего Google Диска","...або скачайте безпосередньо з нашого Google Диску",""
"SITE_CREDITS_CREATOR","Project Creator","Créatrice du projet","Creatrice del progetto","プロジェクトクリエイター","프로젝트 생성자","Creadora del Proyecto","Criadora do Projeto","Twórczyni projektu","Projektgründerin","Автор проекта","Автор проекту",""
"SITE_CREDITS_DIRECTOR","Director","Directeur","Direttore","ディレクター","총괄","Director","Diretor","Reżyser","Regie","Режиссёр","Режисер",""
"SITE_CREDITS_PROGRAMMERS","Programmers","Programmeurs","Programmatori","プログラマー","프로그래머","Programadores","Programadores","Programiści","Programmierer","Программисты","Програмісти",""
"SITE_CREDITS_ARTISTS_NPC","NPC Sprite Artists","Graphisme PNJ","Artisti degli sprite degli NPC","NPCアーティスト","NPC 스프라이터","Artistas de sprite NPCs","Artistas de Sprites de NPCs","Artyści sprite’ów NPC","NPC-Sprites","Художники по неигровым персонажам","Художники спрайтів персонажів",""
"SITE_CREDITS_ANIM_CHARA","Character Animators","Animation des personnages","Animatori dei personaggi","キャラクターアニメーター","캐릭터 애니메이터","Animadores de personajes","Animadores de Personagens","Animatorzy postaci","Charakteranimatoren","Аниматоры персонажей","Аніматори персонажів",""
"SITE_CREDITS_ANIM_EFFECTS","Effects Animators","Animation des effets","Animatori degli effetti","エフェクトアニメーター","이펙트 애니메이터","Animadores de efectos","Animadores de Efeitos","Animatorzy efektów","Effektanimation","Дизайнеры визуальных эффектов","Аніматори візуальних ефектів",""
"SITE_CREDITS_ARTISTS_BATTLEBG","Battle Background Artists","Graphisme arrière-plans de combat","Artisti degli sfondi di battaglia","バトル背景アーティスト","전투 배경 아티스트","Artistas de fondos de batalla","Artistas de Fundo de Batalha","Artyści tła bitewnego","Kampfhintergründe","Дизайнеры фонов битв","Дизайнери фонів битв",""
"SITE_CREDITS_DESIGN_MAPS","Map Designers","Conception des terrains","Designer della mappa","マップデザイナー","맵 디자이너","Diseñadores del mapa","Designers de Mapa","Projektanci map","Level-Designer","Левел-дизайнеры","Левел-дизайнери",""
"SITE_CREDITS_ARTISTS_ILLUSTRATION","Illustration Artists","Illustrateurs","Illustratori","イラストレーター","일러스트레이터","Ilustradores","Ilustradores","Artyści ilustracji","Illustrationen","Иллюстраторы","Ілюстратори",""
"SITE_CREDITS_ARTISTS_CONCEPT","Concept Artists","Graphistes conceptuels","Concept artist","コンセプト・アーティスト","콘셉트 아티스트","Artistas conceptuales","Artistas Conceituais","Artyści koncepcyjni","Konzeptkünstler","Концепт-художники","Концепт-художники",""
"SITE_CREDITS_ARTISTS_PROMO","Promotional Artists","Graphistes publicitaires","Artisti promozionali","プロモーション・アーティスト","프로모션 아티스트","Artistas promocionales","Artistas Promocionais","Artyści promocyjni","Werbe-Illustrationen","Художники промо-материалов","Художники промо-матеріалів",""
"SITE_CREDITS_DESIGN_LOGO","Mother Encore Logo Designer","Création du logo de MOTHER: Encore","Designer del logo di MOTHER: Encore","MOTHER：ENCOREロゴデザイナー","Mother: Encore 로고 디자인","Diseñadora del logo de Mother Encore","Designer da Logo de Mother Encore","Projektantka logo Mother Encore","Mother Encore Logo-Designer","Дизайнер логотипа Mother: Encore","Дизайнер логотипу MOTHER: Encore",""
"SITE_CREDITS_WRITERS","Writers","Scénario et textes","Sceneggiatori","ライター","작가","Escritores","Escritores","Twórcy tekstów","Autoren","Сценаристы","Сценаристи",""
"SITE_CREDITS_MUSICIANS","Musicians","Musiciens","Compositori","ミュージシャン","음악가","Músicos","Músicos","Muzycy","Musik","Композиторы","Композитори",""
"SITE_CREDITS_SINGERS","Singers","Chanteurs","Cantanti","歌手","가수","Cantantes","Cantores","Piosenkarze","Sänger","Певцы","Співачи",""
"SITE_CREDITS_VOICE","Voice Actor","Voix anglaise","Doppiatore","声優","성우","Actor de voz","Dublador","Aktor głosowy","Synchronsprecher","Актёр озвучки","Актер озвучки",""
"SITE_CREDITS_TESTERS_BUGS","Bug Testers","Testeurs","Bug tester","QA","QA","Testers","Testers","Testerzy","Debugging-Tester","Тестировщики","Тестери",""
"SITE_CREDITS_TRANSLATION_MANAGER","Translation Manager","Responsable des traductions","Responsabile della localizzazione","翻訳マネージャ","번역 총괄","Gerente de traducción","Gerente de Tradução","Manager ds. tłumaczeń","Übersetzungsmanager","Менеджеры по переводам","Менеджер перекладів",""
"SITE_CREDITS_TRANSLATORS","Translators","Traducteurs","Localizzatori","翻訳者","번역","Traductores","Tradução","Tłumacze","Übersetzer","Переводчики","Перекладачі",""
"SITE_CREDITS_TRANSLATORS_TEAM","Team: ","Équipe : ","Team: ","チーム：","팀: ","Equipo: ","Equipe: ","Zespół: ","Team: ","Команда: ","Команда: ",""
"SITE_CREDITS_TRANSLATOR_JA","Japanese Translators","Traduction japonaise","Localizzazione giapponese","日本語翻訳者","일본어 번역가","Traducción al japonés","Tradutores Japoneses","Japońskie tłumaczenie","Japanische Übersetzer","Перевод на японский","Переклад на японську",""
"SITE_CREDITS_TRANSLATOR_FR","French Translators","Traduction française","Localizzazione francese","フランス語翻訳者","프랑스어 번역가","Traducción al francés","Tradutores Franceses","Francuskie tłumaczenie","Französische Übersetzer","Перевод на французский","Переклад на французську",""
"SITE_CREDITS_TRANSLATOR_IT","Italian Translators","Traduction italienne","Localizzazione italiana","イタリア語翻訳者","이탈리아어 번역가","Traducción al italiano","Tradutores Italianos","Włoskie tłumaczenie","Italienische Übersetzer","Перевод на итальянский","Переклад на італьянську",""
"SITE_CREDITS_TRANSLATOR_KO","Korean Translators","Traduction coréenne","Localizzazione coreana","韓国語翻訳者","한국어 번역가","Traducción al coreano","Tradutores Coreanos","Koreańskie tłumaczenie","Koreanische Übersetzer","Перевод на корейский","Переклад на корейську",""
"SITE_CREDITS_TRANSLATOR_ES","Latin American Spanish Translators","Traduction en espagnol d’Amérique latine","Localizzazione spagnola (America Latina)","スペイン語（ラテンアメリカ）翻訳者","라틴 아메리카 스페인어 번역가","Traducción al español latino","Tradutores Espanhol Latino","Hiszpańskie tłumaczenie (Ameryka Łacińska)","Lateinamerikanische Übersetzer","Перевод на испанский (Латинская Америка)","Переклад на іспанську (Латинська Америка)",""
"SITE_CREDITS_TRANSLATOR_ES_ES","European Spanish Translators","Traduction en espagnol d’Espagne","Localizzazione spagnola (Spagna)","スペイン語（スペイン）翻訳者","유럽 스페인어 번역가","Traducción al español castellano","Tradutores Espanhol Espanha","Hiszpańskie tłumaczenie (Hiszpania)","Spanische Übersetzer","Перевод на испанский","Переклад на іспанську",""
"SITE_CREDITS_TRANSLATOR_PT_BR","Brazilian Portuguese Translators","Traduction en portuguais brésilien","Localizzazione portoghese (Brasile)","ポルトガル語（ブラジル）翻訳者","브라질 포르투갈어 번역가","Traducción al portugués de Brasil","Tradutores Português Brasil","Portugalskie tłumaczenie (Brazylia)","Portugiesische Übersetzer","Перевод на бразильский португальский","Переклад на бразильську португальську",""
"SITE_CREDITS_TRANSLATOR_PL","Polish Translators","Traduction polonaise","Localizzazione polacca","ポーランド語翻訳者","폴란드어 번역가","Traducción al polaco","Tradutores Poloneses","Polskie tłumaczenie","Polnische Übersetzer","Перевод на польский","Переклад на польську",""
"SITE_CREDITS_TRANSLATOR_DE","German Translators","Traduction allemande","Localizzazione tedesca","ドイツ語翻訳者","독일어 번역가","Traducción al alemán","Tradutores Alemães","Niemieckie tłumaczenie","Deutsche Übersetzer","Перевод на немецкий","Переклад на німецьку",""
"SITE_CREDITS_TRANSLATOR_RU","Russian Translators","Traduction russe","Localizzazione russa","ロシア語翻訳者","러시아어 번역가","Traducción al ruso","Tradutores Russos","Rosyjskie tłumaczenie","Russische Übersetzer","Перевод на русский","Переклад на російську",""
"SITE_CREDITS_TRANSLATOR_UK","Ukrainian Translators","Traduction ukrainienne","Localizzazione ucraina","ウクライナ語翻訳者","우크라이나어 번역가","Traducción al ucraniano","Tradutores Ucranianos","Ukraińskie tłumaczenie","Ukrainische Übersetzer","Перевод на украинский","Переклад на українську",""
"SITE_CREDITS_FUN","Manager of Fun","Responsable du fun","Responsabile del divertimento","楽しさマネージャー","웃음 총괄","Gerente de diversión","Gerente da Diversão","Manager zabawy","Spaß-Manager","Менеджер веселья","Менеджер забав",""
"SITE_CREDITS_THANKS","Special Thanks","Remerciements","Ringraziamenti speciali","スペシャルサンクス","Special Thanks","Agradecimientos especiales","Agradecimentos Especiais","Specjalne podziękowania","Besonderer Dank","Особая благодарность","Особлива подяка",""
"SITE_CREDITS_THANKS_VERY","Very Special Thanks","Remerciements tout particuliers","Ringraziamenti molto speciali","ベリー・スペシャルサンクス","Very Special Thanks","Agradecimientos muy especiales","Agradecimentos Muito Especiais","Bardzo specjalne podziękowania","Ganz Besonderer Dank","От всей души благодарим","Від всього серця дякуємо",""
"SITE_CREDITS_NAME_FAN_TRANSL","The Mother 1 + 2 Fan Translation Team","La traduction amatrice anglaise de Mother 1 + 2","Il team di traduzione amatoriale di MOTHER 1+2","マザー1＋2ファン翻訳チーム","Mother 1 + 2 팬 번역팀","El equipo de la traducción fan de Mother 1 + 2","A Equipe da Fã-Tradução de Mother 1+2","Zespół fanów tłumaczy Mother 1 + 2","Das Mother 1 + 2 Fanübersetzungsteam","Команду фанатского перевода Mother 1 + 2","Команді фанатського перекладу Mother 1 + 2",""
"SITE_CREDITS_NAME_COMMUNITY","The Mother Community","La communauté Mother","La community di MOTHER","マザー・コミュニティ","Mother 커뮤니티","La comunidad de Mother","A Comunidade de Mother","Społeczność Mother","Die Mother Community","Сообщество фанатов Mother","Спільноті фанатів Mother",""
"SITE_CREDITS_NAME_DISCORD","The Mother Encore Discord Server","Le serveur Discord de MOTHER: Encore","Il server Discord di MOTHER: Encore","MOTHER：ENCORE・ディスコード・サーバー","Mother: Encore 디스코드 서버","El servidor de Discord de Mother Encore","O Servidor do Discord de Mother Encore","Serwer Discord Mother Encore","Der Discord-Server von Mother Encore","Discord-сервер Mother: Encore","Discord-серверу Mother: Encore",""
